peak_id	gene_id	gene_name	chrom	peak_start	peak_end	tss_pos	strand	distance_bp	compartment	method	score
chr1:817083-817583	ENSG00000078808	SDF4	chr1	817083	817583	1232030	-	414697	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000131584	ACAP3	chr1	817083	817583	1309608	-	492275	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000131591	C1orf159	chr1	817083	817583	1116360	-	299027	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000160087	UBE2J2	chr1	817083	817583	1273863	-	456530	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000162571	TTLL10	chr1	817083	817583	1173879	+	356546	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000162572	SCNN1D	chr1	817083	817583	1280435	+	463102	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000169972	PUSL1	chr1	817083	817583	1308596	+	491263	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000176022	B3GALT6	chr1	817083	817583	1232236	+	414903	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000184163	C1QTNF12	chr1	817083	817583	1246721	-	429388	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000186827	TNFRSF4	chr1	817083	817583	1214152	-	396819	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000186891	TNFRSF18	chr1	817083	817583	1206591	-	389258	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000187583	PLEKHN1	chr1	817083	817583	966481	+	149148	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000187608	ISG15	chr1	817083	817583	1001137	+	183804	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000187634	SAMD11	chr1	817083	817583	923922	+	106589	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000187642	PERM1	chr1	817083	817583	982116	-	164783	stromal	method1_distance	1.0
chr1:817083-817583	ENSG00000187961	KLHL17	chr1	817083	817583	960583	+	143250	stromal	method1_distance	1.0
